Report_No,Reported_Date,Reported Time,From_Date,From Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Location 1
90000252,01-02-2009 00:00,01:36,01-02-2009 00:00,01:35,401,13A,Aggravated Assault (,333,3700  BALES AV,KANSAS CITY,64127,PJ3038,EPD,U,3,SUS,U,M,,"3700 BALES AV
KANSAS CITY, MO 64127
(39.058572091000485, -94.54307616899968)"
90000254,01-02-2009 00:00,00:17,01-02-2009 00:00,00:15,2601,90Z,Misc Violation,632,4200  N OAK TF,KANSAS CITY,64116,PC1180,SCP,N,1,SUS,W,M,17,"4200 OAK
TF KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)"
90000252,03-10-2009 00:00,08:56,03-10-2009 00:00,,101,09A,HOMICIDE/Non Neglige,333,3700  BALES AV,KANSAS CITY,64128,PJ3038,EPD,U,1,SUS,W,M,15,"3700 BALES AV
KANSAS CITY, MO 64128
(39.058572091000485, -94.54307616899968)"
90000254,01-02-2009 00:00,00:17,01-02-2009 00:00,00:15,2601,90Z,Misc Violation,632,4200  N OAK TF,KANSAS CITY,64116,PC1180,SCP,N,1,VIC,W,F,26,"4200 OAK
TF KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)"
90000241,01-01-2009 00:00,23:43,01-01-2009 00:00,23:43,1850,35B,Possession of Drug E,345,E 48 TE/STERLING AV,KANSAS CITY,64133,PJ4025,EPD,U,1,ARR,W,M,25,"48 TE STERLING AV
KANSAS CITY, MO 64133
(39.01552004100046, -94.45947791099968)"
90000245,01-02-2009 00:00,00:01,01-01-2009 00:00,21:00,802,13B,Non Agg Assault Dome,415,8700  N ELM ST ,KANSAS CITY,64157,PC0410,NPD,U,1,VIC,W,F,21,"8700 ELM ST
KANSAS CITY, MO 64157
(39.25096144700046, -94.46587114399966)"
90000253,01-02-2009 00:00,02:02,01-02-2009 00:00,02:01,799,,Auto Theft Outside S,111,1800  MADISON AV,KANSAS CITY,64119,PJ1600,CPD,U,1,VIC,U,U,,"1800 MADISON AV
KANSAS CITY, MO 64119
(39.0911520410005, -94.59462841399966)"
90000252,01-02-2009 00:00,01:36,01-02-2009 00:00,01:35,401,13A,Aggravated Assault (,333,3700  BALES AV,KANSAS CITY,64127,PJ3038,EPD,U,1,VIC,U,M,16,"3700 BALES AV
KANSAS CITY, MO 64127
(39.058572091000485, -94.54307616899968)"
90000252,01-02-2009 00:00,01:36,01-02-2009 00:00,01:35,401,13A,Aggravated Assault (,333,3700  BALES AV,KANSAS CITY,64127,PJ3038,EPD,U,1,SUS,U,M,,"3700 BALES AV
KANSAS CITY, MO 64127
(39.058572091000485, -94.54307616899968)"
90000257,01-02-2009 00:00,03:13,01-02-2009 00:00,03:13,2601,90Z,Misc Violation,141,4200  HOLMES ST,KANSAS CITY,64110,PJ3385,CPD,U,1,VIC,W,F,25,"4200 HOLMES ST
KANSAS CITY, MO 64110
(39.050765037000474, -94.57713677399965)"
90077737,10-03-2009 00:00,15:30,10-03-2009 00:00,15:30,1849,35A,Possession/Sale/Dist,313,BALES AV/INDEPENDENCE AV,KANSAS CITY,64124,PJ0613,EPD,U,1,VIC,,,,"BALES AV INDEPENDENCE AV KANSAS CITY, MO 64124
(39.10688247100046, -94.54360590699969)"
90000265,01-02-2009 00:00,07:06,12/24/2008 0:00,08:00,1122,26B,Credit/Debit/ATM Car,545,8400  E 116 ST,KANSAS CITY,64114,PJ7256,SPD,U,1,VIC,W,F,64,"8400 116 ST
KANSAS CITY, MO 64114
(38.91577353800045, -94.59504936999969)"
90000263,01-02-2009 00:00,05:45,01-02-2009 00:00,01:00,302,120,Armed Robbery,233,8000  TROOST AV,KANSAS CITY,64131,PJ5869,MPD,U,1,SUS,B,M,,"8000 TROOST AV
KANSAS CITY, MO 64131
(38.98224392600048, -94.57617505299964)"
90000263,01-02-2009 00:00,05:45,01-02-2009 00:00,01:00,302,120,Armed Robbery,233,8000  TROOST AV,KANSAS CITY,64131,PJ5869,MPD,N,1,VIC,W,M,20,"8000 TROOST AV
KANSAS CITY, MO 64131
(38.98224392600048, -94.57617505299964)"
90000270,01-02-2009 00:00,06:34,01-01-2009 00:00,17:00,502,220,Burglary - Non Resid,411,5300  N OAK TF,KANSAS CITY,64116,PC0724,NPD,U,1,SUS,U,U,,"5300 OAK
TF KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)"
90000268,01-02-2009 00:00,15:29,01-02-2009 00:00,15:29,702,240,Auto Theft,224,6200  BLUE HILLS RD,KANSAS CITY,64130,PJ4833,MPD,U,1,VIC,W,M,82,"6200 BLUE HILLS RD
KANSAS CITY, MO 64130
(39.01541485300049, -94.56861246599965)"
90000260,01-02-2009 00:00,04:37,01-02-2009 00:00,04:35,640,23F,Stealing From Auto,415,7200  N JEFFERSON CT,KANSAS CITY,64119,PC0514,NPD,U,1,SUS,B,M,18,"7200 JEFFERSON CT
KANSAS CITY, MO 64119
(38.915330697000456, -94.60274596199969)"
90000271,01-02-2009 00:00,07:44,12/31/2008 0:00,18:15,1401,290,Property Damage,414,6100  NW BARRY RD,KANSAS CITY,64154,PP0402,NPD,U,1,SUS,U,U,,"6100 BARRY RD
KANSAS CITY, MO 64154
(39.24703498200046, -94.65053307999966)"
90000270,01-02-2009 00:00,06:34,01-01-2009 00:00,17:00,502,220,Burglary - Non Resid,411,5300  N OAK TF,KANSAS CITY,64116,PC0724,NPD,U,2,VIC,W,M,58,"5300 OAK
TF KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)"
90000265,01-02-2009 00:00,07:06,12/24/2008 0:00,08:00,1122,26B,Credit/Debit/ATM Car,545,8400  E 116 ST,KANSAS CITY,64114,PJ7256,SPD,U,1,SUS,U,U,,"8400 116 ST
KANSAS CITY, MO 64114
(38.91577353800045, -94.59504936999969)"
90000260,01-02-2009 00:00,04:37,01-02-2009 00:00,04:35,640,23F,Stealing From Auto,415,7200  N JEFFERSON CT,KANSAS CITY,64119,PC0514,NPD,U,2,SUS,B,M,18,"7200 JEFFERSON CT
KANSAS CITY, MO 64119
(38.915330697000456, -94.60274596199969)"
90000268,01-02-2009 00:00,15:29,01-02-2009 00:00,15:29,702,240,Auto Theft,224,6200  BLUE HILLS RD,KANSAS CITY,64130,PJ4833,MPD,U,1,ARR,B,M,16,"6200 BLUE HILLS RD
KANSAS CITY, MO 64130
(39.01541485300049, -94.56861246599965)"
90000262,01-02-2009 00:00,05:47,01-02-2009 00:00,05:40,1401,290,Property Damage,114,1800  HOLLY ST,KANSAS CITY,,PJ1630,CPD,U,1,VIC,B,F,32,"1800 HOLLY ST
KANSAS CITY, MO
(39.09129259000048, -94.59812633999968)"
90000270,01-02-2009 00:00,06:34,01-01-2009 00:00,17:00,502,220,Burglary - Non Resid,411,5300  N OAK TF,KANSAS CITY,64116,PC0724,NPD,U,4,VIC,,,,"5300 OAK
TF KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)"
90000262,01-02-2009 00:00,05:47,01-02-2009 00:00,05:40,1401,290,Property Damage,114,1800  HOLLY ST,KANSAS CITY,,PJ1630,CPD,U,1,SUS,B,M,,"1800 HOLLY ST
KANSAS CITY, MO
(39.09129259000048, -94.59812633999968)"
90000270,01-02-2009 00:00,06:34,01-01-2009 00:00,17:00,502,220,Burglary - Non Resid,411,5300  N OAK TF,KANSAS CITY,64116,PC0724,NPD,U,3,VIC,W,M,42,"5300 OAK
TF KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)"
90000270,01-02-2009 00:00,06:34,01-01-2009 00:00,17:00,502,220,Burglary - Non Resid,411,5300  N OAK TF,KANSAS CITY,64116,PC0724,NPD,U,1,VIC,,,,"5300 OAK
TF KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)"
90000258,01-02-2009 00:00,02:48,01-02-2009 00:00,02:48,690,23H,Stealing All Other,111,W 16 ST/LIBERTY ST,KANSAS CITY,64101,PJ1269,CPD,U,1,VIC,,,,"16 ST LIBERTY ST
KANSAS CITY, MO 64101
(39.10334129200049, -94.60174642599969)"
90097758,12/15/2009 0:00,22:17,12/15/2009 0:00,22:17,1401,290,Property Damage,122,1700  ELLA FITZGERALD LN,KANSAS CITY,64106,PJ1056,CPD,U,1,SUS,B,M,25,"1700 ELLA FITZGERALD LN
KANSAS CITY, MO 64106
(39.099447162000445, -94.5615207089997)"
90025359,04-08-2009 00:00,14:12,04-07-2009 00:00,17:00,640,23F,Stealing From Auto,642,600  NE WINDROSE CT,KANSAS CITY,64155,PC0294,SCP,U,1,VIC,W,M,25,"600 WINDROSE CT
KANSAS CITY, MO 64155
(39.2600062140005, -94.57244281299967)"
90000278,01-02-2009 00:00,07:42,01-01-2009 00:00,22:00,501,220,Burglary - Residence,231,300  E 70 ST,KANSAS CITY,64114,PJ5299,MPD,U,1,VIC,W,M,50,"300 70 ST
KANSAS CITY, MO 64114
(38.958291974000474, -94.59571990299969)"
90000272,01-02-2009 00:00,07:45,12/31/2008 0:00,15:00,690,23H,Stealing All Other,424,11100  N BELLEVIEW AV,KANSAS CITY,64154,PC0125,NPD,U,1,SUS,U,U,,"11100 BELLEVIEW AV
KANSAS CITY, MO 64154
(38.926488754000445, -94.60389026899969)"
90000278,01-02-2009 00:00,07:42,01-01-2009 00:00,22:00,501,220,Burglary - Residence,231,300  E 70 ST,KANSAS CITY,64114,PJ5299,MPD,U,1,SUS,U,U,,"300 70 ST
KANSAS CITY, MO 64114
(38.958291974000474, -94.59571990299969)"
90000277,01-02-2009 00:00,08:10,12/30/2008 0:00,20:00,1401,290,Property Damage,414,4600  NW LINDEN RD,KANSAS CITY,64151,PP0598,NPD,U,1,VIC,W,F,80,"4600 LINDEN RD
KANSAS CITY, MO 64151
(39.21982111900047, -94.63416948099967)"
90000287,01-02-2009 00:00,09:17,01-01-2009 00:00,17:00,702,240,Auto Theft,312,5300  GARDNER AV,KANSAS CITY,64120,PJ0073,EPD,U,1,SUS,U,U,,"5300 GARDNER AV
KANSAS CITY, MO 64120
(39.12698832500047, -94.52057001899965)"
90000281,01-02-2009 00:00,08:47,01-01-2009 00:00,16:00,650,23G,Stealing Auto Parts/,321,4100  E 11 ST,KANSAS CITY,64130,PJ1004,EPD,U,1,VIC,W,M,87,"4100 11 ST
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)"
90000275,01-02-2009 00:00,07:56,01-01-2009 00:00,13:49,799,,Auto Theft Outside S,533,600  E 109 TE,KANSAS CITY,64114,PJ6936,SPD,U,1,SUS,U,U,,"600 109
TE KANSAS CITY, MO 64114
(38.958291974000474, -94.59571990299969)"
90000272,01-02-2009 00:00,07:45,12/31/2008 0:00,15:00,690,23H,Stealing All Other,424,11100  N BELLEVIEW AV,KANSAS CITY,64154,PC0125,NPD,U,1,VIC,,,,"11100 BELLEVIEW AV
KANSAS CITY, MO 64154
(38.926488754000445, -94.60389026899969)"
90000282,01-02-2009 00:00,08:49,01-01-2009 00:00,17:00,1401,290,Property Damage,112,700  WALNUT ST,KANSAS CITY,64196,PJ0692,CPD,U,1,VIC,B,M,28,"700 WALNUT ST
KANSAS CITY, MO 64196
(39.1052780980005, -94.58177438199965)"
90000280,01-02-2009 00:00,07:57,01-01-2009 00:00,22:30,702,240,Auto Theft,343,3300  SPRUCE AV,KANSAS CITY,64128,PJ2787,EPD,U,1,VIC,W,F,34,"3300 SPRUCE AV
KANSAS CITY, MO 64128
(39.06550207100048, -94.53350613899966)"
90000287,01-02-2009 00:00,09:17,01-01-2009 00:00,17:00,702,240,Auto Theft,312,5300  GARDNER AV,KANSAS CITY,64120,PJ0073,EPD,U,1,VIC,,,,"5300 GARDNER AV
KANSAS CITY, MO 64120
(39.12698832500047, -94.52057001899965)"
90000282,01-02-2009 00:00,08:49,01-01-2009 00:00,17:00,1401,290,Property Damage,112,700  WALNUT ST,KANSAS CITY,64196,PJ0692,CPD,U,1,SUS,U,U,,"700 WALNUT ST
KANSAS CITY, MO 64196
(39.1052780980005, -94.58177438199965)"
90000271,01-02-2009 00:00,07:44,12/31/2008 0:00,18:15,1401,290,Property Damage,414,6100  NW BARRY RD,KANSAS CITY,64154,PP0402,NPD,U,1,VIC,,,,"6100 BARRY RD
KANSAS CITY, MO 64154
(39.24703498200046, -94.65053307999966)"
90000280,01-02-2009 00:00,07:57,01-01-2009 00:00,22:30,702,240,Auto Theft,343,3300  SPRUCE AV,KANSAS CITY,64128,PJ2787,EPD,U,1,SUS,U,U,,"3300 SPRUCE AV
KANSAS CITY, MO 64128
(39.06550207100048, -94.53350613899966)"
90000281,01-02-2009 00:00,08:47,01-01-2009 00:00,16:00,650,23G,Stealing Auto Parts/,321,4100  E 11 ST,KANSAS CITY,64130,PJ1004,EPD,U,1,SUS,U,U,,"4100 11 ST
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)"
90000288,01-02-2009 00:00,08:21,12/19/2008 0:00,15:00,501,220,Burglary - Residence,241,3200  E 69 ST,KANSAS CITY,64132,PJ5329,MPD,U,1,SUS,U,U,,"3200 69 ST
KANSAS CITY, MO 64132
(39.00135800300046, -94.54952883099969)"
90000280,01-02-2009 00:00,07:57,01-01-2009 00:00,22:30,502,220,Burglary - Non Resid,343,3300  SPRUCE AV,KANSAS CITY,64128,PJ2787,EPD,U,1,VIC,W,F,34,"3300 SPRUCE AV
KANSAS CITY, MO 64128
(39.06550207100048, -94.53350613899966)"
90036596,5/18/2009 0:00,12:06,5/17/2009 0:00,22:30,702,240,Auto Theft,313,500  BELLEFONTAINE AV,KANSAS CITY,64124,PJ0496,EPD,U,1,SUS,U,U,,"500 BELLEFONTAINE AV
KANSAS CITY, MO 64124
(39.10794301900046, -94.5468556189997)"
90063011,8/16/2009 0:00,02:33,8/16/2009 0:00,02:30,1401,290,Property Damage,133,3700  WASHINGTON ST,KANSAS CITY,64111,PJ2955,CPD,U,1,SUS,B,M,,"3700 WASHINGTON ST
KANSAS CITY, MO 64111
(39.06095454500047, -94.59174508199965)"
90030470,4/26/2009 0:00,09:21,4/26/2009 0:00,09:15,801,13B,Non Aggravated Assau,133,W 43 ST/MAIN ST,KANSAS CITY,64111,PJ3404,CPD,U,1,VIC,W,M,52,"43 ST MAIN ST
KANSAS CITY, MO 64111
(39.055502782000474, -94.59306944999969)"
90023008,3/30/2009 0:00,22:27,3/30/2009 0:00,07:00,501,220,Burglary - Residence,533,600  E 104 ST ,KANSAS CITY,64131,PJ6771,SPD,U,1,SUS,U,U,,"600 104 ST
KANSAS CITY, MO 64131
(38.938714467000466, -94.58606461699969)"
90000292,01-02-2009 00:00,09:40,01-01-2009 00:00,14:00,1401,290,Property Damage,421,7600  N RHODE AV,KANSAS CITY,64152,PP0489,NPD,U,1,VIC,W,M,45,"7600 RHODE AV
KANSAS CITY, MO 64152
(39.232748992000495, -94.67042625399966)"
90000292,01-02-2009 00:00,09:40,01-01-2009 00:00,14:00,1401,290,Property Damage,421,7600  N RHODE AV,KANSAS CITY,64152,PP0489,NPD,U,1,SUS,U,U,,"7600 RHODE AV
KANSAS CITY, MO 64152
(39.232748992000495, -94.67042625399966)"
90000294,01-02-2009 00:00,09:53,01-01-2009 00:00,20:00,650,23G,Stealing Auto Parts/,231,200  E 68 ST,KANSAS CITY,64113,PJ5148,MPD,U,1,SUS,W,M,,"200 68 ST
KANSAS CITY, MO 64113
(39.00581189200045, -94.59163364499966)"
90000290,01-02-2009 00:00,09:03,01-01-2009 00:00,18:00,640,23F,Stealing From Auto,633,1400  NE VIVION RD,KANSAS CITY,64118,PC1033,SCP,U,2,VIC,W,M,53,"1400 VIVION RD
KANSAS CITY, MO 64118
(39.18293528200047, -94.59760371799968)"
90000290,01-02-2009 00:00,09:03,01-01-2009 00:00,18:00,640,23F,Stealing From Auto,633,1400  NE VIVION RD,KANSAS CITY,64118,PC1033,SCP,U,1,VIC,W,M,36,"1400 VIVION RD
KANSAS CITY, MO 64118
(39.18293528200047, -94.59760371799968)"
90000295,01-02-2009 00:00,09:55,12/31/2008 0:00,16:55,690,23H,Stealing All Other,412,6600  N BELL ST,KANSAS CITY,64118,PP0618,NPD,U,1,SUS,U,U,,"6600 BELL ST
KANSAS CITY, MO 64118
(39.21436103400049, -94.60111578999965)"
90000290,01-02-2009 00:00,09:03,01-01-2009 00:00,18:00,640,23F,Stealing From Auto,633,1400  NE VIVION RD,KANSAS CITY,64118,PC1033,SCP,U,4,VIC,U,U,,"1400 VIVION RD
KANSAS CITY, MO 64118
(39.18293528200047, -94.59760371799968)"
90000299,01-02-2009 00:00,10:21,01-01-2009 00:00,10:30,1401,290,Property Damage,631,3800  N WOODLAND AV,KANSAS CITY,64116,PC1303,SCP,U,1,SUS,U,U,,"3800 WOODLAND AV
KANSAS CITY, MO 64116
(39.16308454600045, -94.55847360199965)"
90000296,01-02-2009 00:00,10:00,04-01-2008 00:00,08:00,831,13C,Intimidation,532,11100  HICKMAN MILLS DR,KANSAS CITY,64134,PJ7074,SPD,U,1,SUS,B,M,,"11100 HICKMAN MILLS DR
KANSAS CITY, MO 64134
(38.92324619200048, -94.52360092199967)"
90000291,01-02-2009 00:00,09:39,12/31/2008 0:00,22:00,702,240,Auto Theft,133,W 42 ST/PENNSYLVANIA AV,KANSAS CITY,64111,PJ3303,CPD,U,1,SUS,U,U,,"42 ST PENNSYLVANIA AV
KANSAS CITY, MO 64111
(39.055502782000474, -94.59306944999969)"
90000295,01-02-2009 00:00,09:55,12/31/2008 0:00,16:55,690,23H,Stealing All Other,412,6600  N BELL ST,KANSAS CITY,64118,PP0618,NPD,U,1,VIC,W,M,23,"6600 BELL ST
KANSAS CITY, MO 64118
(39.21436103400049, -94.60111578999965)"
90000293,01-02-2009 00:00,09:48,12/30/2008 0:00,14:00,650,23G,Stealing Auto Parts/,632,4400  N CHOUTEAU TF,KANSAS CITY,64117,PC1152,SCP,U,1,VIC,W,M,85,"4400 CHOUTEAU
TF KANSAS CITY, MO 64117
(39.16966345600048, -94.52730779199965)"
90000298,01-02-2009 00:00,10:16,12/21/2008 0:00,09:00,640,23F,Stealing From Auto,631,2100  NE PARVIN RD,KANSAS CITY,64116,PC1258,SCP,U,1,SUS,U,U,,"2100 PARVIN RD
KANSAS CITY, MO 64116
(39.16758670900049, -94.55541679799967)"
90000294,01-02-2009 00:00,09:53,01-01-2009 00:00,20:00,650,23G,Stealing Auto Parts/,231,200  E 68 ST,KANSAS CITY,64113,PJ5148,MPD,U,1,VIC,W,M,56,"200 68 ST
KANSAS CITY, MO 64113
(39.00581189200045, -94.59163364499966)"
90000298,01-02-2009 00:00,10:16,12/21/2008 0:00,09:00,640,23F,Stealing From Auto,631,2100  NE PARVIN RD,KANSAS CITY,64116,PC1258,SCP,U,1,VIC,W,F,51,"2100 PARVIN RD
KANSAS CITY, MO 64116
(39.16758670900049, -94.55541679799967)"
90060382,08-07-2009 00:00,10:56,08-07-2009 00:00,09:00,2001,90F,Family Offense,641,5800  N EUGENE FIELD RD,KANSAS CITY,64117,PC0591,SCP,U,1,SUS,W,M,26,"5800 EUGENE FIELD RD
KANSAS CITY, MO 64117
(39.19874104100046, -94.50728567999965)"
90016672,03-07-2009 00:00,08:46,03-06-2009 00:00,08:30,650,23G,Stealing Auto Parts/,232,7500  TROOST AV,KANSAS CITY,64131,PJ5653,MPD,U,1,SUS,U,U,,"7500 TROOST AV
KANSAS CITY, MO 64131
(38.991464016000464, -94.57568838699967)"
90000322,01-02-2009 00:00,11:38,01-02-2009 00:00,00:01,1401,290,Property Damage,631,800  NE 42 TE,KANSAS CITY,64116,PC1160,SCP,U,1,SUS,U,U,,"800 42
TE KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)"
90000300,01-02-2009 00:00,09:20,01-01-2009 00:00,18:00,501,220,Burglary - Residence,643,8600  N MARSH AV,KANSAS CITY,65158,PC0303,SCP,U,1,SUS,U,U,,"8600 MARSH AV
KANSAS CITY, MO 65158
(38.91632266200048, -94.4955959509997)"
90000318,01-02-2009 00:00,11:23,01-02-2009 00:00,11:10,630,23C,Stealing Shoplifting,313,3700  INDEPENDENCE AV,KANSAS CITY,,PJ0691,EPD,U,1,ARR,B,M,47,"3700 INDEPENDENCE AV
KANSAS CITY, MO
(39.105858458000455, -94.53734954899966)"
90000321,01-02-2009 00:00,10:50,01-02-2009 00:00,10:45,802,13B,Non Agg Assault Dome,632,3000  NE 37 ST ,KANSAS CITY,,PC1356,SCP,U,1,VIC,W,F,49,"3000 37 ST
KANSAS CITY, MO
(39.05889780400048, -94.54859906999968)"
90000322,01-02-2009 00:00,11:38,01-02-2009 00:00,00:01,1401,290,Property Damage,631,800  NE 42 TE,KANSAS CITY,64116,PC1160,SCP,U,1,SUS,U,U,,"800 42
TE KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)"
90000300,01-02-2009 00:00,09:20,01-01-2009 00:00,18:00,501,220,Burglary - Residence,643,8600  N MARSH AV,KANSAS CITY,65158,PC0303,SCP,U,1,VIC,W,F,45,"8600 MARSH AV
KANSAS CITY, MO 65158
(38.91632266200048, -94.4955959509997)"
90000313,01-02-2009 00:00,11:04,01-01-2009 00:00,18:00,702,240,Auto Theft,533,HOLMES RD/I 435 HW,KANSAS CITY,64134,PJ6771,SPD,U,1,VIC,B,M,50,"435 HW
KANSAS CITY, MO 64134
(38.931213900000444, -94.5017765399997)"
90000311,01-02-2009 00:00,10:55,10-04-2008 00:00,09:00,501,220,Burglary - Residence,342,5600  E 29 ST,KANSAS CITY,64127,PJ2435,EPD,U,1,VIC,W,M,57,"5600 29 ST
KANSAS CITY, MO 64127
(39.08962411000044, -94.53924786699969)"
90000306,01-02-2009 00:00,10:40,01-02-2009 00:00,10:39,690,23H,Stealing All Other,421,7400  N MACE RD,KANSAS CITY,64152,PP0509,NPD,U,2,VIC,W,F,50,"7400 MACE RD
KANSAS CITY, MO 64152
(39.22872803400048, -94.67633086399968)"
90000311,01-02-2009 00:00,10:55,10-04-2008 00:00,09:00,501,220,Burglary - Residence,342,5600  E 29 ST,KANSAS CITY,64127,PJ2435,EPD,U,1,SUS,U,U,,"5600 29 ST
KANSAS CITY, MO 64127
(39.08962411000044, -94.53924786699969)"
90000322,01-02-2009 00:00,11:38,01-02-2009 00:00,00:01,1401,290,Property Damage,631,800  NE 42 TE,KANSAS CITY,64116,PC1160,SCP,U,1,VIC,W,M,59,"800 42
TE KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)"
90000302,01-02-2009 00:00,10:26,12/30/2008 0:00,12:00,640,23F,Stealing From Auto,321,1000  NORTON AV,KANSAS CITY,64124,PJ1004,EPD,U,1,SUS,U,U,,"1000 NORTON AV
KANSAS CITY, MO 64124
(39.10052150900049, -94.53453539099968)"
90000318,01-02-2009 00:00,11:23,01-02-2009 00:00,11:10,630,23C,Stealing Shoplifting,313,3700  INDEPENDENCE AV,KANSAS CITY,,PJ0691,EPD,U,1,VIC,,,,"3700 INDEPENDENCE AV
KANSAS CITY, MO
(39.105858458000455, -94.53734954899966)"
90000302,01-02-2009 00:00,10:26,12/30/2008 0:00,12:00,640,23F,Stealing From Auto,321,1000  NORTON AV,KANSAS CITY,64124,PJ1004,EPD,U,1,VIC,W,M,51,"1000 NORTON AV
KANSAS CITY, MO 64124
(39.10052150900049, -94.53453539099968)"
90000322,01-02-2009 00:00,11:38,01-02-2009 00:00,00:01,1401,290,Property Damage,631,800  NE 42 TE,KANSAS CITY,64116,PC1160,SCP,U,1,VIC,W,M,59,"800 42
TE KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)"
90000299,01-02-2009 00:00,10:21,01-01-2009 00:00,10:30,1401,290,Property Damage,631,3800  N WOODLAND AV,KANSAS CITY,64116,PC1303,SCP,N,1,VIC,W,F,47,"3800 WOODLAND AV
KANSAS CITY, MO 64116
(39.16308454600045, -94.55847360199965)"
90000312,01-02-2009 00:00,10:58,12/31/2008 0:00,12:00,1401,290,Property Damage,421,7000  NW BARRY RD,KANSAS CITY,64153,PP0365,NPD,U,1,VIC,W,F,16,"7000 BARRY RD
KANSAS CITY, MO 64153
(39.247052350000445, -94.66149366399969)"
90000341,01-02-2009 00:00,12:20,12/27/2008 0:00,15:00,802,13B,Non Agg Assault Dome,412,700  NW 60 ST,KANSAS CITY,64118,PC0599,NPD,U,1,SUS,W,M,44,"700 60 ST
KANSAS CITY, MO 64118
(39.203011786000445, -94.58783125599967)"
90000325,01-02-2009 00:00,11:55,12/23/2008 0:00,17:00,650,23G,Stealing Auto Parts/,641,7200  N MANCHESTER AV,KANSAS CITY,64158,PC0512,SCP,U,1,SUS,U,U,,"7200 MANCHESTER AV
KANSAS CITY, MO 64158
(39.224221274000456, -94.48923877199968)"
90000328,01-02-2009 00:00,11:30,01-01-2009 00:00,13:00,501,220,Burglary - Residence,133,4200  WALNUT ST ,KANSAS CITY,,PJ3367,CPD,U,1,VIC,W,F,22,"4200 WALNUT ST
KANSAS CITY, MO
(39.05050732600046, -94.58533789699965)"
90000339,01-02-2009 00:00,12:42,01-02-2009 00:00,09:00,650,23G,Stealing Auto Parts/,211,5800  SWOPE PKWY,KANSAS CITY,64130,PJ4668,MPD,U,1,SUS,U,U,,"5800 SWOPE PKWY
KANSAS CITY, MO 64130
(39.020895647000486, -94.54182116599969)"
90000336,01-02-2009 00:00,12:37,01-01-2009 00:00,20:00,650,23G,Stealing Auto Parts/,633,5500  N CHERRY ST,KANSAS CITY,64118,PC0828,SCP,U,1,VIC,W,M,58,"5500 CHERRY ST
KANSAS CITY, MO 64118
(39.19447327000046, -94.57360952699969)"
90000322,01-02-2009 00:00,11:38,01-02-2009 00:00,00:01,1401,290,Property Damage,631,800  NE 42 TE,KANSAS CITY,64116,PC1160,SCP,U,2,VIC,,,,"800 42
TE KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)"
90000341,01-02-2009 00:00,12:20,12/27/2008 0:00,15:00,802,13B,Non Agg Assault Dome,412,700  NW 60 ST,KANSAS CITY,64118,PC0599,NPD,U,1,VIC,B,F,46,"700 60 ST
KANSAS CITY, MO 64118
(39.203011786000445, -94.58783125599967)"
90000337,1/15/2009 0:00,16:02,1/15/2009 0:00,15:00,1002,250,Forged Checks,112,1100  LOCUST ST,KANSAS CITY,,PJ1029,CPD,U,1,VIC,B,M,87,"1100 LOCUST ST
KANSAS CITY, MO
(39.100854728000456, -94.57737538399965)"
90000337,01-02-2009 00:00,12:38,12/29/2008 0:00,16:25,1002,250,Forged Checks,332,3400  CLEVELAND AV,KANSAS CITY,64128,PJ2818,EPD,U,1,SUS,B,F,,"3400 CLEVELAND AV
KANSAS CITY, MO 64128
(39.06387232300045, -94.53934646299967)"
90000336,01-02-2009 00:00,12:37,01-01-2009 00:00,20:00,650,23G,Stealing Auto Parts/,633,5500  N CHERRY ST,KANSAS CITY,64118,PC0828,SCP,U,1,SUS,U,U,,"5500 CHERRY ST
KANSAS CITY, MO 64118
(39.19447327000046, -94.57360952699969)"
90000322,01-02-2009 00:00,11:38,01-02-2009 00:00,00:01,1401,290,Property Damage,631,800  NE 42 TE,KANSAS CITY,64116,PC1160,SCP,U,2,VIC,,,,"800 42
TE KANSAS CITY, MO 64116
(39.15775379600046, -94.57280868899966)"
90000328,01-02-2009 00:00,11:30,01-01-2009 00:00,13:00,501,220,Burglary - Residence,133,4200  WALNUT ST ,KANSAS CITY,,PJ3367,CPD,U,1,SUS,U,U,,"4200 WALNUT ST
KANSAS CITY, MO
(39.05050732600046, -94.58533789699965)"
